Top 100 Frequent Words Per Year
============================================================

Year: 1985 (Total Docs: 1835)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
90    | 整理                             | 2289       | 6.48           
91    | 减少                             | 2288       | 6.48           
92    | 成本                             | 2258       | 6.39           
93    | 剂                              | 2250       | 6.37           
94    | 单元                             | 2222       | 6.29           
95    | 均                              | 2214       | 6.27           
96    | 组合                             | 2210       | 6.26           
97    | 关注                             | 2209       | 6.26           
98    | 间                              | 2203       | 6.24           
99    | 二                              | 2203       | 6.24           
100   | 百度                             | 2203       | 6.24           

Year: 2005 (Total Docs: 46831)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 27813      | 59.39          
2     | 时                              | 11654      | 24.89          
3     | 克                              | 11316      | 24.16          
4     | 制备                             | 11247      | 24.02          
5     | 采用                             | 11052      | 23.60          
6     | 数据网                            | 10796      | 23.05          
7     | 马                              | 10790      | 23.04          
8     | 马克                             | 9958       | 21.26          
9     | 数据                             | 9579       | 20.45          
10    | 控制                             | 9267       | 19.79          
11    | 之间                             | 9041       | 19.31          
12    | 数                              | 8596       | 18.36          
13    | 技术                             | 8540       | 18.24          
14    | 提高                             | 8204       | 17.52          
15    | 重量                             | 7849       | 16.76          
16    | 高                              | 7789       | 16.63          
17    | 利用                             | 7706       | 16.45          
18    | 设置                             | 7637       | 16.31          
19    | 网                              | 7056       | 15.07          
20    | 简单                             | 6246       | 13.34          
21    | 过程                             | 6117       | 13.06          
22    | 工艺                             | 5979       | 12.77          
23    | 温度                             | 5876       | 12.55          
24    | 号                              | 5872       | 12.54          
25    | 领域                             | 5830       | 12.45          
26    | 原料                             | 5759       | 12.30          
27    | 来源                             | 5741       | 12.26          
28    | 混合                             | 5661       | 12.09          
29    | 成                              | 5497       | 11.74          
30    | 第一                             | 5440       | 11.62          
31    | 表面                             | 5436       | 11.61          
32    | 时间                             | 5078       | 10.84          
33    | 出                              | 5034       | 10.75          
34    | 至少                             | 5015       | 10.71          
35    | 固定                             | 5004       | 10.69          
36    | 制成                             | 4991       | 10.66          
37    | 接收                             | 4942       | 10.55          
38    | 更                              | 4924       | 10.51          
39    | 输出                             | 4870       | 10.40          
40    | 生产                             | 4851       | 10.36          
41    | 信号                             | 4821       | 10.29          
42    | 操作                             | 4817       | 10.29          
43    | 公众                             | 4729       | 10.10          
44    | 材料                             | 4626       | 9.88           
45    | 设备                             | 4615       | 9.85           
46    | 水                              | 4564       | 9.75           
47    | 降低                             | 4521       | 9.65           
48    | 设有                             | 4503       | 9.62           
49    | 信息                             | 4462       | 9.53           
50    | 优点                             | 4378       | 9.35           
51    | 作用                             | 4288       | 9.16           
52    | 端                              | 4207       | 8.98           
53    | 小时                             | 4198       | 8.96           
54    | 效果                             | 4166       | 8.90           
55    | 位置                             | 4060       | 8.67           
56    | 均匀                             | 4058       | 8.67           
57    | 搜索                             | 4021       | 8.59           
58    | 低                              | 4003       | 8.55           
59    | 条件                             | 3965       | 8.47           
60    | 功能                             | 3863       | 8.25           
61    | 输入                             | 3847       | 8.21           
62    | 安装                             | 3843       | 8.21           
63    | 检测                             | 3794       | 8.10           
64    | 含有                             | 3793       | 8.10           
65    | 多个                             | 3788       | 8.09           
66    | 产品                             | 3711       | 7.92           
67    | 两个                             | 3695       | 7.89           
68    | 状态                             | 3685       | 7.87           
69    | 质量                             | 3673       | 7.84           
70    | 量                              | 3644       | 7.78           
71    | 性能                             | 3614       | 7.72           
72    | 层                              | 3605       | 7.70           
73    | 搅拌                             | 3569       | 7.62           
74    | 含量                             | 3557       | 7.60           
75    | 现有                             | 3553       | 7.59           
76    | 组合                             | 3538       | 7.55           
77    | 物                              | 3524       | 7.52           
78    | 溶液                             | 3513       | 7.50           
79    | 解决                             | 3507       | 7.49           
80    | 治疗                             | 3443       | 7.35           
81    | 用户                             | 3439       | 7.34           
82    | 干燥                             | 3423       | 7.31           
83    | 方式                             | 3387       | 7.23           
84    | 加热                             | 3338       | 7.13           
85    | 份                              | 3314       | 7.08           
86    | 药物                             | 3195       | 6.82           
87    | 式                              | 3194       | 6.82           
88    | 均                              | 3189       | 6.81           
89    | 单元                             | 3129       | 6.68           
90    | 分离                             | 3118       | 6.66           
91    | 成本                             | 3098       | 6.62           
92    | 值                              | 3085       | 6.59           
93    | 工作                             | 3057       | 6.53           
94    | 减少                             | 3028       | 6.47           
95    | 制造                             | 3025       | 6.46           
96    | 二                              | 2997       | 6.40           
97    | 器                              | 2993       | 6.39           
98    | 金属                             | 2952       | 6.30           
99    | 团                              | 2924       | 6.24           
100   | 整理                             | 2911       | 6.22           

Year: 2006 (Total Docs: 58597)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 35005      | 59.74          
2     | 时                              | 15007      | 25.61          
3     | 克                              | 14235      | 24.29          
4     | 采用                             | 13864      | 23.66          
5     | 数据网                            | 13742      | 23.45          
6     | 马                              | 13645      | 23.29          
7     | 马克                             | 12675      | 21.63          
8     | 数据                             | 12521      | 21.37          
9     | 制备                             | 12513      | 21.35          
10    | 之间                             | 12384      | 21.13          
11    | 控制                             | 12036      | 20.54          
12    | 技术                             | 10907      | 18.61          
13    | 数                              | 10738      | 18.33          
14    | 提高                             | 10457      | 17.85          
15    | 设置                             | 10402      | 17.75          
16    | 利用                             | 9645       | 16.46          
17    | 高                              | 9567       | 16.33          
18    | 重量                             | 8873       | 15.14          
19    | 网                              | 8783       | 14.99          
20    | 简单                             | 7951       | 13.57          
21    | 过程                             | 7893       | 13.47          
22    | 第一                             | 7697       | 13.14          
23    | 领域                             | 7454       | 12.72          
24    | 来源                             | 7360       | 12.56          
25    | 号                              | 7274       | 12.41          
26    | 温度                             | 7247       | 12.37          
27    | 工艺                             | 7219       | 12.32          
28    | 接收                             | 6930       | 11.83          
29    | 混合                             | 6905       | 11.78          
30    | 固定                             | 6748       | 11.52          
31    | 表面                             | 6740       | 11.50          
32    | 原料                             | 6653       | 11.35          
33    | 时间                             | 6564       | 11.20          
34    | 出                              | 6554       | 11.18          
35    | 信息                             | 6490       | 11.08          
36    | 成                              | 6289       | 10.73          
37    | 操作                             | 6286       | 10.73          
38    | 至少                             | 6239       | 10.65          
39    | 输出                             | 6228       | 10.63          
40    | 设备                             | 6187       | 10.56          
41    | 设有                             | 6112       | 10.43          
42    | 信号                             | 6073       | 10.36          
43    | 降低                             | 6047       | 10.32          
44    | 更                              | 6015       | 10.27          
45    | 公众                             | 5948       | 10.15          
46    | 生产                             | 5929       | 10.12          
47    | 端                              | 5485       | 9.36           
48    | 位置                             | 5472       | 9.34           
49    | 材料                             | 5452       | 9.30           
50    | 安装                             | 5425       | 9.26           
51    | 制成                             | 5398       | 9.21           
52    | 水                              | 5391       | 9.20           
53    | 优点                             | 5295       | 9.04           
54    | 低                              | 5160       | 8.81           
55    | 搜索                             | 5143       | 8.78           
56    | 现有                             | 5078       | 8.67           
57    | 解决                             | 5063       | 8.64           
58    | 均匀                             | 4995       | 8.52           
59    | 条件                             | 4985       | 8.51           
60    | 小时                             | 4924       | 8.40           
61    | 效果                             | 4923       | 8.40           
62    | 多个                             | 4912       | 8.38           
63    | 检测                             | 4902       | 8.37           
64    | 两个                             | 4900       | 8.36           
65    | 输入                             | 4812       | 8.21           
66    | 质量                             | 4782       | 8.16           
67    | 作用                             | 4723       | 8.06           
68    | 功能                             | 4619       | 7.88           
69    | 用户                             | 4600       | 7.85           
70    | 性能                             | 4521       | 7.72           
71    | 层                              | 4462       | 7.61           
72    | 产品                             | 4455       | 7.60           
73    | 状态                             | 4447       | 7.59           
74    | 搅拌                             | 4436       | 7.57           
75    | 方式                             | 4400       | 7.51           
76    | 量                              | 4362       | 7.44           
77    | 含有                             | 4350       | 7.42           
78    | 发送                             | 4335       | 7.40           
79    | 成本                             | 4271       | 7.29           
80    | 单元                             | 4251       | 7.25           
81    | 溶液                             | 4141       | 7.07           
82    | 模块                             | 4140       | 7.07           
83    | 减少                             | 4102       | 7.00           
84    | 式                              | 4097       | 6.99           
85    | 工作                             | 4056       | 6.92           
86    | 值                              | 4008       | 6.84           
87    | 均                              | 3964       | 6.76           
88    | 干燥                             | 3949       | 6.74           
89    | 含量                             | 3923       | 6.69           
90    | 网络                             | 3900       | 6.66           
91    | 组合                             | 3879       | 6.62           
92    | 加热                             | 3828       | 6.53           
93    | 分离                             | 3809       | 6.50           
94    | 物                              | 3769       | 6.43           
95    | 整理                             | 3768       | 6.43           
96    | 器                              | 3740       | 6.38           
97    | 计算                             | 3728       | 6.36           
98    | 相连                             | 3727       | 6.36           
99    | 方向                             | 3717       | 6.34           
100   | 二                              | 3687       | 6.29           

Year: 2007 (Total Docs: 70821)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 42330      | 59.77          
2     | 时                              | 17803      | 25.14          
3     | 克                              | 17405      | 24.58          
4     | 采用                             | 17218      | 24.31          
5     | 马                              | 16586      | 23.42          
6     | 数据网                            | 16375      | 23.12          
7     | 之间                             | 15670      | 22.13          
8     | 数据                             | 15431      | 21.79          
9     | 马克                             | 15125      | 21.36          
10    | 控制                             | 14672      | 20.72          
11    | 制备                             | 14003      | 19.77          
12    | 提高                             | 13756      | 19.42          
13    | 设置                             | 13446      | 18.99          
14    | 技术                             | 13303      | 18.78          
15    | 数                              | 12844      | 18.14          
16    | 高                              | 11397      | 16.09          
17    | 利用                             | 11359      | 16.04          
18    | 网                              | 10650      | 15.04          
19    | 第一                             | 10485      | 14.80          
20    | 重量                             | 9603       | 13.56          
21    | 简单                             | 9542       | 13.47          
22    | 过程                             | 9532       | 13.46          
23    | 领域                             | 9357       | 13.21          
24    | 接收                             | 8940       | 12.62          
25    | 来源                             | 8896       | 12.56          
26    | 固定                             | 8790       | 12.41          
27    | 温度                             | 8625       | 12.18          
28    | 表面                             | 8543       | 12.06          
29    | 号                              | 8394       | 11.85          
30    | 工艺                             | 8272       | 11.68          
31    | 信息                             | 8109       | 11.45          
32    | 设备                             | 8049       | 11.37          
33    | 混合                             | 8019       | 11.32          
34    | 时间                             | 8016       | 11.32          
35    | 输出                             | 7922       | 11.19          
36    | 操作                             | 7874       | 11.12          
37    | 至少                             | 7851       | 11.09          
38    | 设有                             | 7850       | 11.08          
39    | 出                              | 7725       | 10.91          
40    | 信号                             | 7692       | 10.86          
41    | 降低                             | 7421       | 10.48          
42    | 位置                             | 7349       | 10.38          
43    | 安装                             | 7297       | 10.30          
44    | 原料                             | 7280       | 10.28          
45    | 更                              | 7218       | 10.19          
46    | 公众                             | 7145       | 10.09          
47    | 生产                             | 6762       | 9.55           
48    | 端                              | 6758       | 9.54           
49    | 成                              | 6716       | 9.48           
50    | 两个                             | 6680       | 9.43           
51    | 检测                             | 6538       | 9.23           
52    | 材料                             | 6416       | 9.06           
53    | 搜索                             | 6347       | 8.96           
54    | 多个                             | 6282       | 8.87           
55    | 优点                             | 6253       | 8.83           
56    | 均匀                             | 6174       | 8.72           
57    | 条件                             | 6167       | 8.71           
58    | 质量                             | 6156       | 8.69           
59    | 输入                             | 6132       | 8.66           
60    | 效果                             | 6094       | 8.60           
61    | 低                              | 6086       | 8.59           
62    | 解决                             | 6054       | 8.55           
63    | 水                              | 5850       | 8.26           
64    | 现有                             | 5835       | 8.24           
65    | 制成                             | 5709       | 8.06           
66    | 方式                             | 5627       | 7.95           
67    | 单元                             | 5606       | 7.92           
68    | 性能                             | 5508       | 7.78           
69    | 状态                             | 5496       | 7.76           
70    | 层                              | 5477       | 7.73           
71    | 用户                             | 5460       | 7.71           
72    | 作用                             | 5449       | 7.69           
73    | 发送                             | 5434       | 7.67           
74    | 功能                             | 5408       | 7.64           
75    | 小时                             | 5403       | 7.63           
76    | 模块                             | 5372       | 7.59           
77    | 值                              | 5212       | 7.36           
78    | 成本                             | 5199       | 7.34           
79    | 工作                             | 5140       | 7.26           
80    | 搅拌                             | 5115       | 7.22           
81    | 计算                             | 5081       | 7.17           
82    | 均                              | 5071       | 7.16           
83    | 产品                             | 5008       | 7.07           
84    | 方向                             | 4992       | 7.05           
85    | 减少                             | 4982       | 7.03           
86    | 量                              | 4939       | 6.97           
87    | 溶液                             | 4937       | 6.97           
88    | 式                              | 4900       | 6.92           
89    | 一端                             | 4895       | 6.91           
90    | 判断                             | 4689       | 6.62           
91    | 含量                             | 4607       | 6.51           
92    | 分离                             | 4526       | 6.39           
93    | 整理                             | 4513       | 6.37           
94    | 相连                             | 4500       | 6.35           
95    | 网络                             | 4497       | 6.35           
96    | 外                              | 4495       | 6.35           
97    | 驱动                             | 4473       | 6.32           
98    | 含有                             | 4464       | 6.30           
99    | 依次                             | 4456       | 6.29           
100   | 选择                             | 4451       | 6.28           

Year: 2008 (Total Docs: 89415)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 53250      | 59.55          
2     | 时                              | 22691      | 25.38          
3     | 采用                             | 22526      | 25.19          
4     | 克                              | 21667      | 24.23          
5     | 数据网                            | 20985      | 23.47          
6     | 马                              | 20924      | 23.40          
7     | 之间                             | 20259      | 22.66          
8     | 数据                             | 19359      | 21.65          
9     | 马克                             | 19354      | 21.65          
10    | 控制                             | 18410      | 20.59          
11    | 制备                             | 18264      | 20.43          
12    | 设置                             | 18217      | 20.37          
13    | 提高                             | 18037      | 20.17          
14    | 技术                             | 17824      | 19.93          
15    | 数                              | 15430      | 17.26          
16    | 高                              | 14297      | 15.99          
17    | 利用                             | 14282      | 15.97          
18    | 第一                             | 14015      | 15.67          
19    | 网                              | 13139      | 14.69          
20    | 领域                             | 12710      | 14.21          
21    | 简单                             | 12682      | 14.18          
22    | 过程                             | 12517      | 14.00          
23    | 固定                             | 12462      | 13.94          
24    | 重量                             | 11687      | 13.07          
25    | 温度                             | 11432      | 12.79          
26    | 来源                             | 11331      | 12.67          
27    | 接收                             | 11090      | 12.40          
28    | 表面                             | 10856      | 12.14          
29    | 设有                             | 10799      | 12.08          
30    | 时间                             | 10756      | 12.03          
31    | 工艺                             | 10525      | 11.77          
32    | 操作                             | 10468      | 11.71          
33    | 混合                             | 10456      | 11.69          
34    | 安装                             | 10410      | 11.64          
35    | 号                              | 10258      | 11.47          
36    | 输出                             | 10036      | 11.22          
37    | 设备                             | 9967       | 11.15          
38    | 信息                             | 9895       | 11.07          
39    | 位置                             | 9698       | 10.85          
40    | 信号                             | 9696       | 10.84          
41    | 降低                             | 9560       | 10.69          
42    | 出                              | 9507       | 10.63          
43    | 至少                             | 9427       | 10.54          
44    | 生产                             | 9242       | 10.34          
45    | 公众                             | 9089       | 10.16          
46    | 原料                             | 9044       | 10.11          
47    | 更                              | 8996       | 10.06          
48    | 两个                             | 8776       | 9.81           
49    | 质量                             | 8637       | 9.66           
50    | 检测                             | 8484       | 9.49           
51    | 端                              | 8382       | 9.37           
52    | 优点                             | 8249       | 9.23           
53    | 效果                             | 8240       | 9.22           
54    | 多个                             | 8126       | 9.09           
55    | 搜索                             | 8082       | 9.04           
56    | 材料                             | 7981       | 8.93           
57    | 条件                             | 7971       | 8.91           
58    | 均匀                             | 7915       | 8.85           
59    | 解决                             | 7879       | 8.81           
60    | 输入                             | 7625       | 8.53           
61    | 现有                             | 7620       | 8.52           
62    | 低                              | 7477       | 8.36           
63    | 方式                             | 7312       | 8.18           
64    | 水                              | 7270       | 8.13           
65    | 状态                             | 7158       | 8.01           
66    | 成                              | 7136       | 7.98           
67    | 值                              | 7086       | 7.92           
68    | 方向                             | 7085       | 7.92           
69    | 性能                             | 7066       | 7.90           
70    | 均                              | 7050       | 7.88           
71    | 模块                             | 6928       | 7.75           
72    | 工作                             | 6885       | 7.70           
73    | 计算                             | 6849       | 7.66           
74    | 作用                             | 6821       | 7.63           
75    | 制成                             | 6804       | 7.61           
76    | 搅拌                             | 6786       | 7.59           
77    | 一端                             | 6785       | 7.59           
78    | 小时                             | 6783       | 7.59           
79    | 成本                             | 6709       | 7.50           
80    | 减少                             | 6690       | 7.48           
81    | 单元                             | 6579       | 7.36           
82    | 功能                             | 6543       | 7.32           
83    | 产品                             | 6508       | 7.28           
84    | 发送                             | 6369       | 7.12           
85    | 溶液                             | 6367       | 7.12           
86    | 依次                             | 6328       | 7.08           
87    | 层                              | 6212       | 6.95           
88    | 用户                             | 6212       | 6.95           
89    | 驱动                             | 6074       | 6.79           
90    | 式                              | 6071       | 6.79           
91    | 调节                             | 5960       | 6.67           
92    | 相连                             | 5955       | 6.66           
93    | 加热                             | 5918       | 6.62           
94    | 量                              | 5885       | 6.58           
95    | 判断                             | 5877       | 6.57           
96    | 整理                             | 5855       | 6.55           
97    | 外                              | 5731       | 6.41           
98    | 含量                             | 5703       | 6.38           
99    | 保证                             | 5677       | 6.35           
100   | 团                              | 5665       | 6.34           

Year: 2009 (Total Docs: 112635)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 67699      | 60.10          
2     | 采用                             | 29418      | 26.12          
3     | 时                              | 29082      | 25.82          
4     | 克                              | 27105      | 24.06          
5     | 之间                             | 26870      | 23.86          
6     | 数据网                            | 26570      | 23.59          
7     | 马                              | 26298      | 23.35          
8     | 马克                             | 24473      | 21.73          
9     | 数据                             | 24368      | 21.63          
10    | 设置                             | 24183      | 21.47          
11    | 控制                             | 23868      | 21.19          
12    | 制备                             | 23194      | 20.59          
13    | 提高                             | 23189      | 20.59          
14    | 技术                             | 22674      | 20.13          
15    | 数                              | 19438      | 17.26          
16    | 高                              | 18797      | 16.69          
17    | 第一                             | 18245      | 16.20          
18    | 利用                             | 17876      | 15.87          
19    | 简单                             | 16716      | 14.84          
20    | 固定                             | 16697      | 14.82          
21    | 领域                             | 16505      | 14.65          
22    | 网                              | 16461      | 14.61          
23    | 过程                             | 16237      | 14.42          
24    | 温度                             | 15255      | 13.54          
25    | 设有                             | 14599      | 12.96          
26    | 重量                             | 14309      | 12.70          
27    | 来源                             | 14292      | 12.69          
28    | 安装                             | 14230      | 12.63          
29    | 混合                             | 14138      | 12.55          
30    | 表面                             | 13993      | 12.42          
31    | 操作                             | 13706      | 12.17          
32    | 时间                             | 13694      | 12.16          
33    | 工艺                             | 13633      | 12.10          
34    | 位置                             | 13221      | 11.74          
35    | 接收                             | 13219      | 11.74          
36    | 输出                             | 13198      | 11.72          
37    | 号                              | 12845      | 11.40          
38    | 设备                             | 12712      | 11.29          
39    | 降低                             | 12677      | 11.25          
40    | 出                              | 12382      | 10.99          
41    | 信号                             | 12252      | 10.88          
42    | 质量                             | 12242      | 10.87          
43    | 信息                             | 12179      | 10.81          
44    | 两个                             | 12032      | 10.68          
45    | 生产                             | 11651      | 10.34          
46    | 检测                             | 11533      | 10.24          
47    | 公众                             | 11512      | 10.22          
48    | 至少                             | 11504      | 10.21          
49    | 原料                             | 11417      | 10.14          
50    | 更                              | 11274      | 10.01          
51    | 均匀                             | 10813      | 9.60           
52    | 解决                             | 10742      | 9.54           
53    | 端                              | 10694      | 9.49           
54    | 条件                             | 10559      | 9.37           
55    | 效果                             | 10531      | 9.35           
56    | 材料                             | 10398      | 9.23           
57    | 优点                             | 10287      | 9.13           
58    | 现有                             | 10036      | 8.91           
59    | 输入                             | 9974       | 8.86           
60    | 均                              | 9956       | 8.84           
61    | 低                              | 9944       | 8.83           
62    | 搜索                             | 9904       | 8.79           
63    | 多个                             | 9830       | 8.73           
64    | 一端                             | 9537       | 8.47           
65    | 方向                             | 9493       | 8.43           
66    | 水                              | 9455       | 8.39           
67    | 性能                             | 9383       | 8.33           
68    | 搅拌                             | 9362       | 8.31           
69    | 状态                             | 9353       | 8.30           
70    | 值                              | 9185       | 8.15           
71    | 计算                             | 9147       | 8.12           
72    | 方式                             | 9134       | 8.11           
73    | 工作                             | 9095       | 8.07           
74    | 依次                             | 8984       | 7.98           
75    | 作用                             | 8957       | 7.95           
76    | 小时                             | 8827       | 7.84           
77    | 成                              | 8779       | 7.79           
78    | 溶液                             | 8607       | 7.64           
79    | 模块                             | 8555       | 7.60           
80    | 成本                             | 8551       | 7.59           
81    | 减少                             | 8533       | 7.58           
82    | 产品                             | 8501       | 7.55           
83    | 调节                             | 8332       | 7.40           
84    | 单元                             | 8221       | 7.30           
85    | 功能                             | 8095       | 7.19           
86    | 驱动                             | 8084       | 7.18           
87    | 式                              | 7997       | 7.10           
88    | 制成                             | 7973       | 7.08           
89    | 含量                             | 7864       | 6.98           
90    | 加热                             | 7794       | 6.92           
91    | 层                              | 7696       | 6.83           
92    | 大于                             | 7695       | 6.83           
93    | 发送                             | 7613       | 6.76           
94    | 干燥                             | 7612       | 6.76           
95    | 相连                             | 7604       | 6.75           
96    | 另一端                            | 7471       | 6.63           
97    | 判断                             | 7366       | 6.54           
98    | 外                              | 7347       | 6.52           
99    | 保证                             | 7335       | 6.51           
100   | 整理                             | 7295       | 6.48           

Year: 2010 (Total Docs: 133310)
------------------------------------------------------------
Rank  | Word                           | Doc Count  | Frequency (%)  
------------------------------------------------------------
1     | 中                              | 81244      | 60.94          
2     | 时                              | 35065      | 26.30          
3     | 采用                             | 35022      | 26.27          
4     | 之间                             | 33113      | 24.84          
5     | 克                              | 32224      | 24.17          
6     | 数据网                            | 31492      | 23.62          
7     | 马                              | 31322      | 23.50          
8     | 设置                             | 29981      | 22.49          
9     | 马克                             | 28997      | 21.75          
10    | 数据                             | 28382      | 21.29          
11    | 提高                             | 28328      | 21.25          
12    | 制备                             | 28124      | 21.10          
13    | 控制                             | 27855      | 20.89          
14    | 技术                             | 27348      | 20.51          
15    | 数                              | 23401      | 17.55          
16    | 高                              | 22508      | 16.88          
17    | 第一                             | 22203      | 16.66          
18    | 利用                             | 21743      | 16.31          
19    | 固定                             | 21478      | 16.11          
20    | 领域                             | 20675      | 15.51          
21    | 简单                             | 20333      | 15.25          
22    | 过程                             | 19862      | 14.90          
23    | 网                              | 19792      | 14.85          
24    | 设有                             | 18550      | 13.91          
25    | 温度                             | 18437      | 13.83          
26    | 安装                             | 18041      | 13.53          
27    | 时间                             | 17151      | 12.87          
28    | 表面                             | 17101      | 12.83          
29    | 来源                             | 16981      | 12.74          
30    | 混合                             | 16841      | 12.63          
31    | 重量                             | 16435      | 12.33          
32    | 位置                             | 16313      | 12.24          
33    | 操作                             | 16257      | 12.19          
34    | 输出                             | 15654      | 11.74          
35    | 质量                             | 15595      | 11.70          
36    | 工艺                             | 15455      | 11.59          
37    | 号                              | 15413      | 11.56          
38    | 降低                             | 15074      | 11.31          
39    | 两个                             | 14942      | 11.21          
40    | 设备                             | 14899      | 11.18          
41    | 出                              | 14830      | 11.12          
42    | 接收                             | 14420      | 10.82          
43    | 信号                             | 14198      | 10.65          
44    | 检测                             | 14026      | 10.52          
45    | 生产                             | 13910      | 10.43          
46    | 信息                             | 13847      | 10.39          
47    | 公众                             | 13709      | 10.28          
48    | 更                              | 13696      | 10.27          
49    | 端                              | 13548      | 10.16          
50    | 至少                             | 13353      | 10.02          
51    | 均匀                             | 13233      | 9.93           
52    | 均                              | 13109      | 9.83           
53    | 原料                             | 13106      | 9.83           
54    | 效果                             | 12980      | 9.74           
55    | 条件                             | 12817      | 9.61           
56    | 解决                             | 12813      | 9.61           
57    | 材料                             | 12328      | 9.25           
58    | 方向                             | 12157      | 9.12           
59    | 现有                             | 12151      | 9.11           
60    | 多个                             | 12088      | 9.07           
61    | 一端                             | 12016      | 9.01           
62    | 输入                             | 11956      | 8.97           
63    | 优点                             | 11908      | 8.93           
64    | 搜索                             | 11900      | 8.93           
65    | 低                              | 11847      | 8.89           
66    | 依次                             | 11688      | 8.77           
67    | 计算                             | 11503      | 8.63           
68    | 性能                             | 11432      | 8.58           
69    | 方式                             | 11380      | 8.54           
70    | 搅拌                             | 11360      | 8.52           
71    | 值                              | 11344      | 8.51           
72    | 状态                             | 11186      | 8.39           
73    | 水                              | 11067      | 8.30           
74    | 工作                             | 11051      | 8.29           
75    | 作用                             | 10814      | 8.11           
76    | 成                              | 10363      | 7.77           
77    | 调节                             | 10310      | 7.73           
78    | 成本                             | 10310      | 7.73           
79    | 溶液                             | 10206      | 7.66           
80    | 模块                             | 10112      | 7.59           
81    | 小时                             | 10084      | 7.56           
82    | 式                              | 10079      | 7.56           
83    | 驱动                             | 10031      | 7.52           
